user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI
403,2025-03-30 16:04:00,Desktop,Germany,45-54,Female,A2443,Video,Travel,Students,0.0587,0.0752,Viewed,24,0.79,0.0587,0.0752,7.09
397,2025-11-13 22:04:02,Mobile,Canada,45-54,Female,A1770,Video,Finance,Young Adults,0.0871,0.05,Commented,47,1.73,0.0871,0.05,0.34
625,2025-06-29 11:03:04,Tablet,Canada,45-54,Female,A9175,Text,Health,Family Oriented,0.0258,0.0285,Ignored,7,0.96,0.0258,0.0285,0.05
807,2025-03-13 06:34:10,Tablet,USA,45-54,Female,A1209,Image,Automotive,Fitness Lovers,0.0325,0.0516,Commented,66,1.03,0.0325,0.0516,1.92
955,2025-10-22 18:43:40,Mobile,Canada,18-24,Male,A9839,Video,Finance,Students,0.1332,0.0865,Commented,50,1.68,0.1332,0.0865,2.83
831,2025-08-10 11:29:50,Tablet,UK,55+,Male,A6964,Video,Electronics,Students,0.0593,0.0872,Viewed,23,0.75,0.0593,0.0872,3.2
569,2025-10-22 21:06:21,Desktop,India,25-34,Female,A3428,Video,Travel,Fitness Lovers,0.0778,0.0708,Liked,41,0.51,0.0778,0.0708,13.46
251,2025-03-14 22:37:42,Mobile,USA,45-54,Female,A8451,Image,Travel,Students,0.0419,0.0417,Viewed,16,0.64,0.0419,0.0417,5.03
254,2025-08-09 22:06:01,Desktop,India,25-34,Female,A1701,Text,Health,Fitness Lovers,0.0322,0.0243,Viewed,27,0.94,0.0322,0.0243,0.94
758,2025-10-06 05:38:06,Tablet,USA,55+,Male,A1060,Image,Travel,Students,0.0294,0.0556,Commented,46,0.61,0.0294,0.0556,2.39
799,2025-12-20 12:32:03,Mobile,Canada,45-54,Female,A1127,Video,Food,Tech Enthusiasts,0.0789,0.0836,Shared,73,0.28,0.0789,0.0836,13.65
187,2025-12-26 08:32:03,Mobile,India,18-24,Female,A4599,Video,Automotive,Students,0.1295,0.0957,Ignored,14,1.08,0.1295,0.0957,5.03
391,2025-03-26 16:00:19,Tablet,UK,25-34,Female,A1578,Image,Fashion,Professionals,0.0576,0.0622,Viewed,18,0.44,0.0576,0.0622,8.83
994,2025-06-11 17:15:30,Mobile,Germany,25-34,Male,A3278,Image,Food,Young Adults,0.0609,0.0615,Liked,36,0.41,0.0609,0.0615,9.06
661,2025-02-27 06:07:05,Desktop,India,25-34,Male,A6643,Image,Fashion,Travel Lovers,0.0481,0.0584,Liked,44,0.57,0.0481,0.0584,3.04
837,2025-02-11 00:30:58,Mobile,Germany,18-24,Female,A3422,Image,Electronics,Young Adults,0.0723,0.0644,Ignored,14,1.04,0.0723,0.0644,1.09
688,2025-09-19 15:14:29,Desktop,Germany,55+,Female,A6093,Image,Health,Young Adults,0.0299,0.0452,Viewed,19,0.54,0.0299,0.0452,3.73
347,2025-10-03 03:36:39,Mobile,UK,55+,Female,A4144,Text,Food,Fitness Lovers,0.0251,0.0269,Ignored,7,0.5,0.0251,0.0269,3.88
414,2025-02-03 05:25:37,Desktop,Germany,35-44,Female,A7720,Image,Travel,Students,0.0474,0.0616,Commented,68,1.08,0.0474,0.0616,1.78
134,2025-08-05 09:58:13,Tablet,Germany,55+,Female,A3581,Text,Food,Young Adults,0.0179,0.0301,Liked,34,0.28,0.0179,0.0301,10.12
225,2025-12-17 18:54:41,Mobile,Germany,25-34,Female,A3650,Image,Automotive,Young Adults,0.0619,0.0496,Ignored,13,0.67,0.0619,0.0496,2.26
748,2025-04-27 17:02:56,Desktop,UK,25-34,Male,A4299,Video,Entertainment,Travel Lovers,0.1131,0.0771,Commented,52,0.26,0.1131,0.0771,30.05
691,2025-08-13 09:32:41,Mobile,USA,55+,Male,A9110,Text,Travel,Tech Enthusiasts,0.0214,0.0382,Ignored,14,0.95,0.0214,0.0382,0.27
168,2025-08-22 08:16:26,Tablet,India,35-44,Female,A9917,Text,Food,Students,0.0317,0.0404,Ignored,10,0.26,0.0317,0.0404,8.25
839,2025-12-07 14:39:56,Desktop,Germany,55+,Male,A1285,Video,Health,Fitness Lovers,0.0472,0.0648,Liked,31,0.93,0.0472,0.0648,3.16
293,2025-10-04 22:22:22,Desktop,USA,18-24,Male,A7779,Text,Food,Family Oriented,0.0422,0.0305,Liked,32,0.29,0.0422,0.0305,6.83
220,2025-01-13 14:08:21,Desktop,Canada,45-54,Female,A5762,Text,Electronics,Professionals,0.0277,0.0409,Liked,43,0.9,0.0277,0.0409,1.52
955,2025-11-21 18:50:12,Mobile,India,25-34,Female,A2160,Text,Entertainment,Family Oriented,0.0518,0.0381,Viewed,28,0.48,0.0518,0.0381,2.73
784,2025-11-13 05:02:14,Tablet,USA,45-54,Male,A5235,Text,Health,Fitness Lovers,0.0231,0.0357,Ignored,11,0.54,0.0231,0.0357,4.91
794,2025-02-08 04:14:51,Mobile,Germany,18-24,Female,A9934,Image,Food,Professionals,0.0713,0.0402,Liked,30,0.41,0.0713,0.0402,2.72
191,2025-03-12 20:13:08,Mobile,USA,25-34,Male,A5006,Image,Travel,Professionals,0.0729,0.057,Commented,62,0.69,0.0729,0.057,1.15
918,2025-03-29 07:25:07,Tablet,Germany,35-44,Male,A4716,Text,Fashion,Students,0.0261,0.0304,Liked,36,0.65,0.0261,0.0304,3.7
705,2025-08-03 13:16:46,Mobile,USA,18-24,Male,A9920,Text,Electronics,Travel Lovers,0.0427,0.0346,Ignored,8,0.77,0.0427,0.0346,2.5
379,2025-07-22 15:03:11,Desktop,USA,35-44,Male,A2585,Image,Food,Students,0.0519,0.0494,Ignored,10,0.41,0.0519,0.0494,2.01
613,2025-10-23 14:51:19,Desktop,India,55+,Female,A5402,Video,Travel,Travel Lovers,0.0498,0.0873,Viewed,24,1.06,0.0498,0.0873,4.24
427,2025-06-24 21:48:18,Tablet,USA,35-44,Female,A5967,Video,Food,Young Adults,0.0785,0.0815,Viewed,22,0.34,0.0785,0.0815,9.02
161,2025-11-17 21:46:01,Desktop,UK,45-54,Female,A2158,Image,Health,Students,0.0406,0.0477,Ignored,7,0.86,0.0406,0.0477,2.48
107,2025-10-12 04:07:24,Tablet,India,55+,Female,A7046,Image,Food,Young Adults,0.0313,0.0627,Commented,53,0.3,0.0313,0.0627,4.97
928,2025-01-09 02:14:50,Mobile,Canada,35-44,Female,A8060,Text,Finance,Fitness Lovers,0.0306,0.0349,Ignored,15,1.1,0.0306,0.0349,1.92
868,2025-06-16 14:29:16,Tablet,Germany,45-54,Male,A6276,Text,Travel,Travel Lovers,0.0202,0.0292,Ignored,11,0.63,0.0202,0.0292,2.02
165,2025-01-29 13:51:40,Desktop,Canada,35-44,Male,A7779,Image,Automotive,Travel Lovers,0.0532,0.0576,Ignored,15,1.04,0.0532,0.0576,3.26
988,2025-08-28 09:48:12,Desktop,Canada,25-34,Female,A6345,Image,Travel,Tech Enthusiasts,0.055,0.053,Ignored,10,0.77,0.055,0.053,2.25
429,2025-12-26 21:58:53,Tablet,Canada,25-34,Male,A2672,Video,Entertainment,Travel Lovers,0.0896,0.0622,Liked,50,0.53,0.0896,0.0622,4.91
214,2025-02-15 22:22:41,Desktop,Canada,45-54,Male,A2465,Image,Electronics,Professionals,0.0483,0.0469,Commented,47,1.14,0.0483,0.0469,1.47
200,2025-01-21 20:46:24,Desktop,Canada,18-24,Female,A5424,Video,Entertainment,Travel Lovers,0.1174,0.0887,Commented,48,0.48,0.1174,0.0887,9.89
635,2025-06-26 13:10:28,Tablet,Canada,35-44,Male,A8925,Image,Food,Young Adults,0.0482,0.0607,Viewed,24,0.44,0.0482,0.0607,11.39
488,2025-03-15 10:05:56,Tablet,USA,45-54,Female,A5419,Text,Finance,Tech Enthusiasts,0.0189,0.0379,Viewed,17,1.84,0.0189,0.0379,-0.44
682,2025-04-30 17:25:22,Mobile,Germany,55+,Male,A1283,Text,Food,Fitness Lovers,0.0245,0.0325,Viewed,20,0.6,0.0245,0.0325,3.94
286,2025-01-05 01:55:02,Mobile,Canada,35-44,Male,A9074,Image,Finance,Students,0.061,0.0621,Liked,44,1.13,0.061,0.0621,2.81
202,2025-12-08 19:02:43,Desktop,Canada,35-44,Male,A5757,Image,Food,Fitness Lovers,0.0473,0.0448,Liked,43,0.43,0.0473,0.0448,1.91
809,2025-09-24 08:46:10,Mobile,UK,55+,Male,A3532,Image,Travel,Young Adults,0.0366,0.063,Liked,33,0.59,0.0366,0.063,9.01
284,2025-01-14 11:35:40,Desktop,Germany,18-24,Male,A2720,Video,Food,Young Adults,0.0897,0.0555,Shared,81,0.28,0.0897,0.0555,16.6
490,2025-04-24 21:34:49,Desktop,USA,25-34,Female,A9681,Text,Travel,Travel Lovers,0.0311,0.0246,Liked,32,0.64,0.0311,0.0246,1.42
718,2025-02-02 02:17:20,Tablet,Canada,25-34,Female,A1279,Image,Food,Tech Enthusiasts,0.0538,0.0664,Shared,60,0.45,0.0538,0.0664,15.64
830,2025-04-09 02:32:46,Desktop,India,18-24,Female,A8899,Video,Food,Family Oriented,0.1288,0.0723,Liked,39,0.4,0.1288,0.0723,13.32
285,2025-06-14 21:02:26,Mobile,India,35-44,Male,A5737,Video,Finance,Students,0.0979,0.0781,Commented,57,1.3,0.0979,0.0781,0.85
337,2025-08-31 11:27:45,Mobile,USA,25-34,Male,A8915,Image,Fashion,Young Adults,0.0768,0.0631,Liked,35,0.67,0.0768,0.0631,5.49
541,2025-12-30 19:36:54,Tablet,Canada,35-44,Male,A1320,Text,Automotive,Young Adults,0.0283,0.0408,Liked,40,0.88,0.0283,0.0408,2.29
268,2025-04-26 20:24:47,Desktop,USA,35-44,Male,A5622,Image,Entertainment,Family Oriented,0.0402,0.0376,Viewed,25,0.22,0.0402,0.0376,14.57
513,2025-04-24 00:48:49,Mobile,Germany,25-34,Male,A6368,Image,Automotive,Professionals,0.0707,0.053,Commented,56,0.72,0.0707,0.053,0.83
814,2025-08-24 05:10:16,Tablet,USA,55+,Male,A7569,Video,Health,Travel Lovers,0.0501,0.0573,Shared,62,0.48,0.0501,0.0573,9.8
916,2025-01-14 19:13:42,Mobile,USA,35-44,Male,A4782,Video,Finance,Students,0.0994,0.0659,Liked,45,1.35,0.0994,0.0659,3.8
740,2025-04-06 15:49:32,Desktop,India,35-44,Female,A2397,Video,Health,Travel Lovers,0.0686,0.079,Liked,36,0.45,0.0686,0.079,16.96
306,2025-09-26 00:42:23,Desktop,Canada,25-34,Female,A6203,Text,Automotive,Travel Lovers,0.0396,0.0336,Shared,84,1.3,0.0396,0.0336,1.31
524,2025-04-09 19:39:54,Desktop,Canada,35-44,Male,A9626,Text,Entertainment,Family Oriented,0.0287,0.0392,Liked,37,0.27,0.0287,0.0392,13.01
928,2025-03-11 22:35:00,Desktop,Canada,55+,Female,A1399,Text,Health,Professionals,0.0251,0.0288,Ignored,15,0.58,0.0251,0.0288,1.1
593,2025-05-13 07:10:58,Mobile,India,18-24,Male,A2288,Image,Automotive,Fitness Lovers,0.0833,0.0529,Commented,62,0.73,0.0833,0.0529,1.68
171,2025-08-14 20:30:04,Desktop,India,35-44,Female,A9807,Video,Automotive,Young Adults,0.0732,0.086,Viewed,26,0.8,0.0732,0.086,3.36
589,2025-05-09 03:07:51,Desktop,USA,35-44,Female,A9010,Video,Health,Professionals,0.0921,0.0869,Viewed,15,0.76,0.0921,0.0869,7.39
698,2025-07-13 15:13:00,Tablet,Canada,25-34,Male,A4840,Text,Health,Tech Enthusiasts,0.0269,0.0266,Shared,69,0.98,0.0269,0.0266,0.55
229,2025-07-08 09:06:55,Tablet,India,55+,Male,A3880,Text,Health,Travel Lovers,0.0205,0.0423,Liked,33,0.7,0.0205,0.0423,2.35
434,2025-03-23 12:13:47,Mobile,UK,18-24,Male,A4444,Text,Electronics,Young Adults,0.0507,0.0259,Ignored,9,0.63,0.0507,0.0259,1.66
312,2025-05-19 10:34:05,Desktop,UK,45-54,Female,A4557,Image,Entertainment,Travel Lovers,0.0418,0.0364,Liked,47,0.48,0.0418,0.0364,3.39
334,2025-02-25 22:32:34,Desktop,UK,55+,Female,A6469,Image,Health,Travel Lovers,0.0341,0.0547,Viewed,20,0.95,0.0341,0.0547,3.42
540,2025-06-24 13:38:07,Desktop,Canada,45-54,Male,A8680,Text,Finance,Tech Enthusiasts,0.0274,0.0371,Ignored,9,1.22,0.0274,0.0371,0.35
932,2025-02-25 20:12:13,Mobile,UK,18-24,Male,A3790,Video,Electronics,Fitness Lovers,0.1161,0.0529,Ignored,8,0.86,0.1161,0.0529,1.71
276,2025-02-23 10:03:10,Desktop,India,45-54,Male,A1058,Image,Automotive,Professionals,0.0369,0.0609,Commented,58,1.25,0.0369,0.0609,2.68
624,2025-12-27 10:03:17,Tablet,Germany,35-44,Female,A7088,Image,Entertainment,Travel Lovers,0.0418,0.0454,Viewed,17,0.53,0.0418,0.0454,4.21
605,2025-10-06 20:19:16,Desktop,Germany,35-44,Male,A8717,Image,Fashion,Students,0.0591,0.0504,Ignored,13,0.74,0.0591,0.0504,1.49
700,2025-04-09 16:51:10,Mobile,UK,45-54,Male,A1084,Image,Electronics,Fitness Lovers,0.0544,0.0542,Viewed,26,0.95,0.0544,0.0542,3.14
810,2025-03-24 09:41:54,Tablet,UK,45-54,Male,A2052,Video,Automotive,Travel Lovers,0.0703,0.0864,Shared,90,0.63,0.0703,0.0864,11.09
618,2025-10-01 15:16:34,Desktop,USA,18-24,Male,A1513,Image,Finance,Family Oriented,0.0735,0.0651,Viewed,29,1.44,0.0735,0.0651,1.7
647,2025-04-23 06:58:28,Mobile,Canada,18-24,Female,A8302,Text,Electronics,Professionals,0.0457,0.0393,Ignored,12,0.7,0.0457,0.0393,2.49
569,2025-02-18 13:25:22,Tablet,USA,25-34,Female,A9687,Video,Electronics,Travel Lovers,0.0709,0.0614,Shared,78,1.02,0.0709,0.0614,5.76
556,2025-12-13 16:36:03,Desktop,UK,18-24,Female,A8736,Image,Finance,Tech Enthusiasts,0.0758,0.0442,Liked,44,1.34,0.0758,0.0442,1.93
503,2025-12-10 20:33:33,Desktop,India,45-54,Female,A1964,Video,Electronics,Tech Enthusiasts,0.0692,0.0844,Ignored,15,0.86,0.0692,0.0844,4.57
344,2025-09-18 07:34:51,Tablet,India,25-34,Female,A5525,Text,Travel,Fitness Lovers,0.0373,0.0255,Liked,44,0.88,0.0373,0.0255,0.14
318,2025-06-23 18:46:30,Tablet,India,25-34,Male,A8723,Image,Food,Family Oriented,0.0627,0.0632,Ignored,12,0.41,0.0627,0.0632,12.38
365,2025-03-15 22:52:35,Tablet,UK,35-44,Female,A9274,Text,Health,Fitness Lovers,0.0226,0.031,Ignored,8,0.75,0.0226,0.031,1.85
276,2025-11-17 10:09:07,Mobile,Canada,25-34,Female,A4373,Video,Entertainment,Professionals,0.1119,0.0674,Liked,45,0.52,0.1119,0.0674,2.17
541,2025-11-07 15:09:05,Mobile,Germany,35-44,Male,A9549,Image,Finance,Family Oriented,0.0514,0.0525,Ignored,15,1.4,0.0514,0.0525,2.02
245,2025-12-15 04:35:35,Mobile,India,25-34,Male,A6829,Video,Automotive,Travel Lovers,0.1011,0.067,Ignored,5,1.13,0.1011,0.067,0.32
720,2025-10-19 17:31:05,Tablet,India,35-44,Male,A4098,Video,Entertainment,Students,0.063,0.0758,Liked,32,0.52,0.063,0.0758,3.15
911,2025-02-18 04:52:41,Tablet,India,25-34,Male,A4827,Image,Electronics,Fitness Lovers,0.0643,0.0594,Viewed,23,1.15,0.0643,0.0594,2.23
542,2025-11-15 23:53:47,Mobile,USA,35-44,Male,A7072,Image,Health,Students,0.0488,0.0626,Viewed,22,0.49,0.0488,0.0626,11.13
918,2025-11-22 08:15:00,Mobile,Canada,55+,Male,A5863,Video,Entertainment,Travel Lovers,0.0653,0.0784,Viewed,19,0.35,0.0653,0.0784,7.88
494,2025-03-05 19:10:21,Desktop,India,18-24,Male,A7307,Video,Food,Fitness Lovers,0.1298,0.0796,Liked,42,0.59,0.1298,0.0796,10.36
763,2025-06-30 11:30:24,Tablet,USA,45-54,Male,A1806,Video,Entertainment,Professionals,0.0576,0.066,Viewed,23,0.24,0.0576,0.066,8.45
715,2025-08-13 01:34:19,Desktop,USA,35-44,Male,A4785,Text,Finance,Family Oriented,0.0336,0.0373,Viewed,20,1.04,0.0336,0.0373,1.03
856,2025-04-29 22:10:34,Tablet,UK,25-34,Female,A2523,Video,Travel,Fitness Lovers,0.0914,0.0917,Viewed,24,0.81,0.0914,0.0917,6.22
969,2025-03-21 11:48:12,Tablet,India,18-24,Male,A4801,Video,Fashion,Travel Lovers,0.0946,0.06,Viewed,16,0.68,0.0946,0.06,1.55
824,2025-02-23 15:43:57,Mobile,USA,18-24,Male,A5896,Image,Entertainment,Students,0.0846,0.068,Viewed,30,0.28,0.0846,0.068,12.31
858,2025-08-14 18:46:07,Desktop,USA,45-54,Female,A9202,Video,Electronics,Family Oriented,0.0799,0.0731,Shared,67,1.18,0.0799,0.0731,5.74
640,2025-01-28 13:04:09,Desktop,India,25-34,Male,A9402,Image,Finance,Travel Lovers,0.0585,0.0491,Viewed,18,1.87,0.0585,0.0491,-0.07
950,2025-06-03 13:00:25,Mobile,Germany,55+,Female,A1059,Video,Fashion,Tech Enthusiasts,0.0577,0.0592,Viewed,19,0.73,0.0577,0.0592,3.7
589,2025-12-21 04:29:09,Tablet,USA,25-34,Female,A1080,Image,Travel,Young Adults,0.0617,0.0657,Viewed,22,0.85,0.0617,0.0657,1.59
435,2025-10-31 09:38:21,Desktop,Canada,45-54,Male,A5586,Image,Automotive,Young Adults,0.0434,0.0556,Viewed,15,1.48,0.0434,0.0556,0.61
358,2025-01-17 01:21:11,Desktop,USA,25-34,Female,A3706,Image,Health,Travel Lovers,0.0595,0.0623,Viewed,27,0.63,0.0595,0.0623,8.06
847,2025-06-13 11:15:54,Mobile,Canada,25-34,Male,A4288,Image,Electronics,Family Oriented,0.0908,0.0457,Ignored,9,1.11,0.0908,0.0457,1.8
949,2025-07-10 06:30:57,Desktop,UK,55+,Male,A8813,Image,Fashion,Professionals,0.0386,0.0482,Liked,35,0.36,0.0386,0.0482,11.01
134,2025-03-06 12:41:30,Mobile,Canada,25-34,Female,A4891,Image,Travel,Professionals,0.0618,0.0572,Viewed,24,1.06,0.0618,0.0572,2.2
243,2025-01-27 08:52:58,Mobile,India,45-54,Female,A9005,Video,Entertainment,Tech Enthusiasts,0.0688,0.0519,Commented,55,0.29,0.0688,0.0519,16.01
510,2025-06-20 23:15:02,Mobile,Canada,18-24,Female,A4591,Text,Health,Professionals,0.0434,0.0402,Viewed,23,0.63,0.0434,0.0402,4.49
668,2025-03-15 08:15:46,Tablet,UK,35-44,Male,A3139,Video,Food,Students,0.0651,0.0584,Viewed,18,0.59,0.0651,0.0584,3.45
329,2025-05-14 16:54:35,Mobile,USA,18-24,Male,A9866,Video,Finance,Travel Lovers,0.133,0.0748,Shared,65,0.83,0.133,0.0748,3.75
899,2025-05-14 13:03:22,Desktop,Germany,35-44,Female,A4544,Image,Entertainment,Tech Enthusiasts,0.0554,0.0614,Viewed,27,0.4,0.0554,0.0614,13.41
486,2025-04-24 10:12:17,Mobile,UK,55+,Female,A9833,Video,Electronics,Students,0.0495,0.0707,Ignored,10,1.11,0.0495,0.0707,4.78
965,2025-09-30 11:19:13,Tablet,UK,45-54,Male,A7222,Video,Fashion,Travel Lovers,0.071,0.0547,Liked,33,0.5,0.071,0.0547,9.15
838,2025-01-03 08:34:46,Tablet,UK,25-34,Male,A7875,Text,Food,Family Oriented,0.0326,0.0248,Viewed,25,0.37,0.0326,0.0248,1.34
207,2025-09-13 11:37:35,Desktop,UK,25-34,Female,A8012,Text,Travel,Family Oriented,0.0416,0.0384,Ignored,12,1.03,0.0416,0.0384,2.11
584,2025-05-18 06:07:38,Desktop,India,25-34,Male,A7813,Image,Automotive,Professionals,0.0657,0.0578,Liked,32,1.25,0.0657,0.0578,1.97
294,2025-11-18 05:14:43,Desktop,India,45-54,Male,A1016,Video,Electronics,Students,0.062,0.0799,Liked,40,1.02,0.062,0.0799,4.04
349,2025-07-26 06:57:06,Mobile,Canada,18-24,Female,A3451,Image,Finance,Family Oriented,0.0798,0.0637,Ignored,10,1.43,0.0798,0.0637,1.72
676,2025-10-20 20:12:50,Mobile,UK,25-34,Male,A3231,Image,Automotive,Family Oriented,0.0907,0.0661,Ignored,14,1.25,0.0907,0.0661,1.09
945,2025-06-20 04:22:13,Mobile,USA,18-24,Female,A2025,Image,Fashion,Students,0.0866,0.0642,Viewed,21,0.41,0.0866,0.0642,3.33
311,2025-05-19 12:45:17,Mobile,USA,45-54,Male,A6003,Image,Electronics,Fitness Lovers,0.0453,0.0489,Liked,39,1.05,0.0453,0.0489,1.76
924,2025-02-22 18:49:36,Desktop,Germany,45-54,Female,A8574,Text,Entertainment,Family Oriented,0.0235,0.0388,Commented,62,0.4,0.0235,0.0388,7.2
258,2025-03-23 02:42:50,Tablet,Germany,25-34,Female,A7515,Text,Health,Family Oriented,0.0351,0.0426,Viewed,26,0.67,0.0351,0.0426,0.87
933,2025-09-04 06:52:00,Desktop,USA,25-34,Female,A1146,Video,Travel,Students,0.0926,0.0663,Viewed,20,0.54,0.0926,0.0663,7.01
775,2025-01-20 14:47:42,Mobile,Germany,25-34,Male,A6407,Video,Finance,Students,0.1029,0.0675,Viewed,25,0.89,0.1029,0.0675,5.93
950,2025-12-06 09:54:08,Tablet,USA,55+,Female,A2628,Image,Food,Professionals,0.0325,0.0583,Ignored,13,0.5,0.0325,0.0583,2.79
860,2025-10-03 11:05:50,Tablet,India,45-54,Female,A7154,Video,Entertainment,Family Oriented,0.0522,0.0773,Commented,48,0.28,0.0522,0.0773,11.14
372,2025-06-05 01:49:09,Mobile,Canada,55+,Male,A5155,Image,Automotive,Tech Enthusiasts,0.0354,0.0387,Commented,70,0.79,0.0354,0.0387,0.97
